Error log data for Pathfinder
time, t_taken, offerror, angleerror, offsetpid, anglepid, output
1491944049098, 67, -80, -23, -41.26, -23.00, 67
1491944049139, 36, -79, -23, -37.81, -23.38, 70
1491944049223, 82, -73, -22, -31.39, -22.23, 78
1491944049281, 58, -70, -23, -31.46, -24.00, 76
1491944049350, 68, -67, -24, -31.80, -25.34, 74
1491944049409, 57, -64, -26, -29.51, -27.91, 74
1491944049444, 35, -66, -27, -34.96, -28.08, 68
1491944049539, 93, -68, -26, -36.64, -25.89, 69
1491944049594, 38, -69, -26, -35.80, -27.15, 69
1491944049649, 55, -68, -27, -33.23, -27.28, 71
1491944049729, 78, -67, -27, -33.18, -27.65, 71
1491944049776, 38, -67, -26, -33.44, -25.57, 72
1491944049833, 56, -69, -24, -36.63, -23.51, 71
1491944049884, 49, -67, -26, -31.53, -28.34, 72
1491944049940, 54, -67, -26, -34.51, -27.03, 70
1491944050010, 70, -63, -27, -28.07, -27.91, 76
1491944050079, 68, -62, -27, -30.19, -27.45, 74
1491944050130, 50, -62, -27, -31.01, -27.64, 73
1491944050179, 49, -63, -28, -33.47, -30.43, 68
1491944050228, 48, -64, -29, -33.28, -29.79, 68
1491944050300, 70, -65, -29, -32.87, -28.68, 70
1491944050346, 44, -63, -28, -30.53, -27.48, 73
1491944050424, 78, -66, -27, -35.82, -27.32, 68
1491944050493, 69, -68, -27, -36.08, -27.31, 68
1491944050532, 38, -69, -27, -36.49, -26.90, 68
1491944050603, 71, -70, -24, -36.54, -22.65, 72
1491944050659, 55, -72, -23, -38.27, -22.26, 71
1491944050726, 65, -77, -20, -43.90, -18.31, 69
1491944050798, 71, -77, -20, -39.19, -19.15, 73
1491944050889, 90, -75, -18, -35.87, -17.16, 78
1491944050964, 72, -73, -17, -33.71, -16.95, 81
1491944051004, 40, -67, -18, -28.15, -19.51, 84
1491944051083, 62, -62, -18, -26.64, -17.82, 87
1491944051157, 74, -60, -18, -28.58, -17.85, 85
1491944051213, 55, -58, -18, -26.50, -18.55, 86
1491944051250, 35, -57, -19, -27.45, -19.96, 84
1491944051326, 74, -53, -21, -23.72, -23.00, 85
1491944051397, 67, -52, -21, -24.82, -21.79, 85
1491944051430, 32, -53, -21, -27.39, -21.31, 83
1491944051526, 94, -52, -22, -25.62, -23.64, 82
1491944051563, 36, -52, -23, -25.63, -24.78, 81
1491944051649, 84, -44, -24, -15.10, -25.36, 91
1491944051701, 51, -43, -25, -20.08, -26.12, 85
1491944051759, 57, -43, -21, -22.02, -16.94, 93
1491944051803, 44, -45, -21, -24.49, -20.95, 86
1491944051883, 79, -48, -19, -27.77, -18.59, 85
1491944051951, 66, -49, -19, -25.14, -19.98, 86
1491944052059, 106, -48, -17, -23.32, -15.91, 92
1491944052131, 70, -50, -15, -27.25, -12.61, 92
1491944052190, 58, -48, -13, -22.87, -11.00, 98
1491944052246, 54, -47, -10, -23.01, -8.25, 100
1491944052278, 32, -47, -9, -23.80, -8.40, 99
1491944052365, 71, -43, -6, -16.74, -4.20, 111
1491944052396, 31, -41, -5, -18.99, -5.11, 107
1491944052501, 104, -35, -4, -12.59, -3.10, 116
1491944052557, 55, -35, -3, -17.40, -2.86, 111
1491944052617, 60, -33, -3, -15.17, -2.60, 114
1491944052669, 49, -26, -3, -5.48, -3.14, 123
1491944052720, 51, -24, -2, -10.54, -2.25, 119
1491944052778, 53, -14, -2, 2.11, -2.01, 132
1491944052822, 43, -11, -2, -2.14, -2.37, 127
1491944052909, 86, -3, -1, 5.90, -1.20, 136
1491944052961, 42, 0, -1, 3.85, -1.59, 134
1491944053076, 114, 5, -1, 8.29, -1.21, 139
1491944053136, 59, 7, -1, 5.03, -1.52, 135
1491944053195, 59, 8, -1, 5.76, -1.78, 135
1491944053267, 71, 11, -1, 8.05, -1.63, 138
1491944053339, 72, 13, -1, 9.10, -2.11, 138
1491944053404, 63, 14, -1, 7.68, -1.22, 138
1491944053442, 37, 13, -1, 6.01, -1.19, 136
1491944053528, 85, 15, -1, 9.12, -0.87, 140
1491944053602, 72, 15, 0, 7.53, -0.47, 139
1491944053664, 61, 14, 0, 7.37, -0.65, 138
1491944053735, 70, 19, -1, 14.24, -3.08, 143
1491944053814, 78, 18, -1, 9.02, -1.66, 139
1491944053860, 44, 18, -1, 8.77, -2.21, 138
1491944053952, 91, 18, -2, 8.96, -2.11, 138
1491944054026, 74, 16, -2, 6.42, -2.28, 136
1491944054060, 31, 13, -2, 4.29, -2.04, 134
1491944054158, 97, 12, -2, 4.80, -2.18, 134
1491944054212, 52, 11, -1, 4.78, -1.80, 134
1491944054267, 54, 11, -2, 5.10, -2.17, 134
1491944054332, 63, 8, -1, 1.92, -1.44, 132
1491944054391, 58, 9, -1, 5.28, -1.94, 135
1491944054423, 31, 8, -1, 3.59, -1.56, 134
1491944054503, 80, 7, -1, 2.28, -1.93, 132
1491944054582, 74, 7, -1, 3.79, -1.58, 134
1491944054643, 52, 10, -1, 7.68, -2.23, 137
1491944054705, 62, 10, -1, 5.76, -1.86, 135
1491944054764, 58, 12, -2, 7.69, -2.29, 137
1491944054861, 96, 14, -2, 9.82, -2.30, 139
1491944054930, 68, 13, -2, 6.27, -2.13, 136
1491944054969, 38, 15, -2, 9.14, -2.38, 138
1491944055051, 81, 16, -2, 8.66, -2.19, 138
1491944055101, 48, 15, -2, 7.97, -1.99, 137
1491944055169, 68, 12, -2, 3.29, -2.25, 133
1491944055233, 53, 13, -2, 6.87, -2.25, 136
1491944055331, 96, 12, -2, 5.42, -2.10, 135
1491944055410, 78, 10, -2, 3.85, -1.89, 133
1491944055453, 42, 11, -2, 6.78, -2.14, 136
1491944055527, 70, 11, -2, 6.08, -2.35, 135
1491944055604, 76, 12, -2, 6.19, -3.25, 134
1491944055666, 60, 11, -2, 5.93, -1.76, 136
1491944055702, 35, 12, -2, 6.91, -2.55, 136
1491944055794, 91, 11, -2, 5.00, -2.73, 134
1491944055858, 63, 11, -2, 5.49, -2.54, 134
1491944055933, 74, 13, -2, 8.80, -2.59, 138
1491944056024, 80, 11, -2, 3.37, -2.17, 133
1491944056118, 93, 12, -2, 6.81, -2.43, 136
1491944056198, 79, 11, -2, 4.55, -2.08, 134
1491944056268, 69, 10, -2, 4.97, -2.58, 134
1491944056318, 48, 11, -2, 6.76, -2.14, 136
1491944056395, 77, 11, -2, 6.22, -1.96, 136
1491944056464, 67, 11, -2, 5.35, -2.25, 135
1491944056534, 69, 12, -2, 7.96, -2.30, 137
1491944056568, 26, 14, -2, 8.48, -2.29, 138
1491944056655, 86, 14, -2, 7.33, -2.50, 136
1491944056715, 51, 14, -2, 7.49, -2.08, 137
1491944056775, 59, 16, -2, 10.53, -3.03, 139
1491944056829, 52, 17, -2, 9.90, -2.98, 138
1491944056880, 51, 16, -2, 7.09, -2.14, 136
1491944056935, 53, 16, -2, 8.15, -2.90, 137
1491944056996, 61, 16, -2, 8.32, -1.71, 138
1491944057063, 66, 17, -2, 10.19, -2.98, 139
1491944057127, 64, 16, -2, 6.90, -2.79, 136
1491944057184, 56, 16, -2, 8.54, -2.54, 138
1491944057272, 88, 16, -2, 8.27, -2.92, 137
1491944057313, 41, 14, -2, 5.42, -2.48, 134
1491944057391, 77, 14, -2, 7.01, -2.75, 136
1491944057448, 56, 14, -2, 7.58, -2.56, 137
1491944057495, 46, 14, -2, 7.01, -2.75, 136
1491944057582, 86, 11, -2, 3.21, -1.90, 133
1491944057660, 77, 11, -2, 5.38, -2.58, 134
1491944057724, 64, 10, -1, 4.83, -1.42, 135
1491944057799, 74, 9, -2, 3.56, -2.29, 133
1491944057891, 92, 10, -2, 6.78, -2.49, 136
1491944057966, 73, 10, -1, 5.01, -1.63, 135
1491944058025, 59, 10, -2, 5.09, -2.63, 134
1491944058104, 79, 11, -2, 6.93, -2.03, 136
1491944058197, 91, 11, -2, 6.09, -1.97, 136
1491944058238, 40, 11, -1, 5.67, -1.92, 135
1491944058360, 122, 12, -2, 7.39, -2.48, 136
1491944058455, 94, 12, -2, 6.69, -2.59, 136
1491944058533, 78, 14, -2, 9.33, -2.97, 138
1491944058620, 87, 14, -2, 7.12, -2.84, 136
1491944058717, 96, 15, -2, 8.50, -2.52, 137
1491944058787, 70, 16, -2, 10.06, -3.02, 139
1491944058833, 45, 15, -2, 5.86, -2.24, 135
1491944058921, 87, 14, -2, 6.74, -2.06, 136
1491944058996, 75, 15, -2, 8.30, -2.68, 137
1491944059057, 60, 13, -2, 4.84, -2.66, 134
1491944059135, 77, 12, -2, 5.72, -2.93, 134
1491944059228, 93, 11, -2, 3.83, -2.57, 133
1491944059353, 124, 8, -2, 2.09, -2.52, 131
1491944059417, 63, 7, -2, 2.46, -2.03, 132
1491944059471, 52, 5, -2, 1.35, -2.94, 130
1491944059529, 56, 5, -2, 2.60, -2.84, 131
1491944059598, 69, 5, -2, 3.06, -2.75, 132
1491944059664, 65, 8, -3, 7.11, -4.41, 134
1491944059730, 65, 10, -4, 6.55, -5.43, 133
1491944059803, 72, 11, -5, 6.55, -6.80, 131
1491944059876, 73, 13, -10, 9.36, -16.02, 125
1491944059949, 72, 13, -12, 5.98, -14.36, 123
1491944060020, 70, 9, -16, 0.44, -20.26, 112
1491944060089, 68, 5, -18, -0.38, -19.76, 111
1491944060151, 61, 0, -19, -4.71, -21.50, 105
1491944060232, 80, 0, -21, -1.06, -23.55, 107
1491944060290, 55, -1, -23, -2.33, -25.00, 104
1491944060384, 94, -3, -24, -3.37, -24.80, 103
1491944060446, 59, -11, -25, -13.12, -26.41, 92
1491944060518, 71, -14, -25, -10.25, -25.46, 96
1491944060597, 78, -28, -25, -27.92, -26.56, 77
1491944060652, 46, -32, -26, -20.85, -27.04, 84
1491944060747, 95, -40, -28, -28.82, -31.21, 71
1491944060827, 79, -47, -29, -29.96, -29.32, 72
1491944060892, 64, -53, -28, -32.28, -28.91, 70
1491944060970, 77, -55, -29, -29.90, -29.60, 72
1491944061034, 47, -58, -28, -32.32, -27.38, 72
1491944061116, 82, -57, -28, -28.00, -27.83, 76
1491944061159, 42, -58, -27, -29.89, -27.83, 74
1491944061233, 72, -62, -26, -35.35, -25.86, 70
1491944061318, 85, -61, -26, -30.29, -26.65, 75
1491944061353, 34, -61, -26, -29.97, -26.15, 75
1491944061458, 104, -62, -27, -32.20, -27.91, 71
1491944061515, 56, -65, -26, -36.25, -25.88, 69
1491944061549, 33, -66, -26, -34.76, -25.48, 71
1491944061629, 79, -68, -26, -36.37, -27.22, 68
1491944061696, 65, -71, -26, -38.87, -26.71, 66
1491944061763, 66, -76, -26, -42.24, -26.66, 63
1491944061824, 60, -77, -25, -39.45, -25.15, 67
1491944061868, 42, -77, -25, -39.13, -25.41, 67
1491944061931, 62, -75, -26, -35.19, -27.86, 68
1491944062018, 86, -83, -26, -49.79, -26.12, 56
1491944062087, 69, -87, -28, -47.56, -30.21, 54
1491944062132, 44, -88, -28, -45.85, -28.44, 57
1491944062200, 67, -87, -28, -42.25, -28.38, 61
1491944062275, 74, -87, -27, -43.93, -27.33, 60
1491944062322, 46, -91, -28, -49.30, -30.12, 52
1491944062417, 93, -93, -30, -48.94, -31.49, 51
1491944062522, 104, -93, -30, -46.38, -29.91, 55
1491944062555, 32, -91, -29, -43.30, -29.70, 58
1491944062629, 73, -89, -28, -43.01, -27.92, 61
1491944062717, 88, -88, -28, -42.82, -28.59, 60
1491944062770, 52, -86, -27, -41.82, -25.51, 64
1491944062849, 76, -86, -26, -42.84, -26.19, 62
1491944062930, 80, -84, -25, -40.19, -24.73, 67
1491944062989, 58, -83, -25, -40.70, -24.53, 66
1491944063063, 72, -83, -24, -41.22, -24.04, 66
1491944063155, 91, -82, -24, -41.00, -24.04, 66
1491944063229, 72, -82, -23, -40.90, -22.74, 68
1491944063303, 73, -81, -22, -39.32, -22.19, 70
1491944063388, 75, -80, -21, -39.23, -21.02, 71
1491944063464, 71, -79, -22, -39.38, -22.47, 70
1491944063554, 90, -74, -23, -31.60, -24.77, 75
1491944063615, 60, -72, -24, -34.35, -24.91, 72
1491944063653, 37, -70, -24, -33.26, -24.43, 74
1491944063731, 78, -66, -23, -28.66, -23.39, 79
1491944063801, 68, -65, -23, -32.13, -22.93, 76
1491944063870, 66, -61, -24, -26.81, -24.73, 80
1491944063908, 38, -59, -24, -27.63, -24.54, 79
1491944064002, 93, -57, -24, -26.34, -25.30, 80
1491944064062, 58, -54, -25, -25.32, -25.82, 80
1491944064101, 38, -53, -25, -25.77, -25.23, 80
1491944064173, 71, -52, -23, -25.64, -22.62, 83
1491944064235, 61, -53, -23, -28.01, -22.96, 81
1491944064300, 63, -54, -23, -27.76, -23.56, 80
1491944064378, 77, -55, -23, -28.48, -23.04, 80
1491944064442, 62, -54, -24, -26.45, -25.35, 80
1491944064497, 54, -52, -24, -24.41, -24.97, 82
1491944064533, 35, -50, -25, -23.27, -25.57, 83
1491944064635, 101, -46, -26, -19.35, -28.56, 84
1491944064703, 61, -45, -27, -21.44, -28.61, 81
1491944064777, 73, -46, -28, -24.29, -30.26, 77
1491944064834, 56, -47, -28, -24.69, -28.98, 78
1491944064906, 71, -50, -29, -27.60, -30.66, 73
1491944064947, 40, -50, -30, -25.92, -31.05, 75
1491944065025, 77, -54, -31, -31.09, -32.00, 68
1491944065092, 67, -56, -31, -29.77, -30.90, 71
1491944065146, 53, -55, -30, -27.25, -30.84, 73
1491944065217, 70, -57, -29, -31.25, -28.66, 72
1491944065282, 64, -59, -29, -31.70, -28.97, 71
1491944065350, 68, -66, -27, -39.47, -26.53, 65
1491944065394, 43, -69, -27, -37.42, -26.33, 68
1491944065487, 93, -71, -26, -37.73, -26.61, 67
1491944065560, 72, -70, -27, -33.95, -28.21, 69
1491944065641, 80, -69, -27, -34.81, -27.89, 69
1491944065692, 49, -68, -28, -32.72, -29.06, 70
1491944065768, 76, -69, -27, -35.69, -27.33, 68
1491944065817, 47, -70, -27, -36.51, -26.25, 69
1491944065898, 81, -70, -25, -35.14, -24.11, 72
1491944065969, 70, -70, -25, -34.70, -25.21, 72
1491944066029, 59, -69, -25, -34.35, -25.08, 72
1491944066091, 61, -69, -25, -35.00, -25.08, 71
1491944066163, 70, -67, -25, -30.97, -25.56, 75
1491944066222, 58, -66, -24, -32.35, -23.53, 76
1491944066278, 55, -66, -23, -33.14, -22.21, 76
1491944066340, 60, -67, -22, -34.41, -21.94, 75
1491944066404, 62, -68, -22, -35.03, -21.65, 75
1491944066456, 38, -65, -22, -30.82, -22.42, 78
1491944066497, 39, -64, -22, -30.97, -22.30, 78
1491944066577, 78, -62, -22, -28.80, -22.75, 80
1491944066629, 51, -63, -22, -33.31, -22.01, 76
1491944066733, 103, -65, -22, -33.90, -22.27, 75
1491944066817, 74, -64, -22, -31.87, -22.04, 78
1491944066898, 73, -63, -21, -31.17, -21.73, 79
1491944066983, 83, -60, -23, -27.15, -24.15, 80
1491944067061, 76, -55, -21, -22.98, -20.30, 88
1491944067160, 96, -53, -20, -25.14, -19.21, 87
1491944067248, 87, -52, -21, -24.76, -22.06, 85
1491944067302, 53, -53, -20, -28.44, -19.29, 84
1491944067369, 57, -56, -17, -30.32, -14.02, 87
1491944067424, 55, -56, -15, -28.74, -14.38, 88
1491944067474, 49, -57, -14, -29.83, -13.44, 88
1491944067560, 85, -59, -11, -30.96, -7.82, 93
1491944067607, 46, -56, -10, -26.24, -8.85, 96
1491944067686, 77, -50, -7, -18.94, -5.57, 107
1491944067753, 58, -48, -6, -22.54, -6.14, 103
1491944067835, 81, -42, -5, -15.76, -3.49, 112
1491944067909, 66, -40, -4, -18.34, -4.66, 109
1491944067942, 32, -37, -4, -15.55, -3.25, 113
1491944068024, 80, -31, -3, -9.88, -2.66, 119
1491944068116, 92, -29, -3, -13.24, -3.05, 115
1491944068193, 75, -23, -2, -5.08, -1.98, 124
1491944068254, 59, -18, -2, -5.14, -2.39, 124
1491944068326, 71, -15, -2, -3.56, -1.60, 126
1491944068379, 52, -10, -1, -1.09, -1.63, 129
1491944068458, 78, -6, -1, 1.51, -1.03, 132
1491944068533, 74, -3, -1, 1.10, -1.58, 131
1491944068587, 50, 1, -1, 5.15, -1.80, 135
1491944068649, 62, 5, -1, 7.29, -2.14, 137
1491944068697, 47, 7, -2, 5.56, -2.21, 135
1491944068778, 80, 10, -1, 8.64, -1.44, 139
1491944068831, 52, 11, -1, 7.16, -2.15, 137
1491944068953, 122, 16, -2, 12.83, -3.03, 141
1491944068999, 45, 15, -1, 7.16, -1.46, 137
1491944069061, 61, 16, -1, 8.73, -1.82, 138
1491944069130, 66, 17, -2, 10.42, -2.46, 139
1491944069199, 68, 17, -2, 8.93, -2.21, 138
1491944069280, 80, 17, -2, 8.57, -2.22, 138
1491944069330, 50, 16, -1, 7.36, -1.54, 137
1491944069396, 65, 16, -2, 8.82, -2.13, 138
1491944069499, 101, 15, -2, 6.99, -2.46, 136
1491944069580, 70, 16, -2, 9.11, -3.11, 137
1491944069626, 45, 16, -2, 7.55, -2.98, 136
1491944069660, 33, 16, -2, 7.83, -2.08, 137
1491944069734, 73, 15, -2, 7.14, -3.08, 136
1491944069797, 62, 15, -2, 7.79, -2.61, 137
1491944069856, 58, 14, -2, 6.67, -3.02, 135
1491944069921, 64, 14, -2, 6.89, -2.41, 136
1491944069960, 38, 12, -2, 4.29, -2.47, 133
1491944070030, 69, 10, -2, 3.53, -2.36, 133
1491944070113, 82, 10, -2, 5.50, -2.95, 134
1491944070174, 60, 10, -2, 4.24, -2.54, 133
1491944070237, 63, 9, -2, 3.90, -1.64, 134
1491944070283, 44, 9, -2, 4.23, -2.47, 133
1491944070361, 77, 9, -2, 5.61, -2.48, 135
1491944070434, 72, 8, -2, 3.21, -1.62, 133
1491944070480, 45, 9, -2, 4.97, -2.11, 134
1491944070588, 107, 11, -2, 7.65, -2.24, 137
1491944070622, 34, 11, -1, 6.03, -1.05, 136
1491944070691, 68, 12, -2, 8.02, -2.41, 137
1491944070756, 64, 14, -2, 8.83, -2.17, 138
1491944070815, 57, 15, -2, 9.26, -2.17, 139
1491944070899, 84, 17, -2, 11.06, -2.67, 140
1491944070949, 49, 17, -2, 8.54, -2.07, 138
1491944071006, 56, 18, -3, 10.77, -3.79, 138
1491944071049, 42, 18, -3, 9.48, -3.43, 138
1491944071127, 77, 17, -3, 6.85, -3.24, 135
1491944071179, 50, 17, -3, 8.99, -3.55, 137
1491944071259, 79, 14, -3, 4.34, -2.80, 133
1491944071329, 69, 13, -2, 5.55, -2.83, 134
1491944071397, 52, 10, -2, 3.05, -2.82, 132
1491944071464, 66, 10, -2, 4.07, -2.35, 133
1491944071533, 67, 10, -2, 4.99, -2.06, 134
1491944071614, 80, 11, -2, 6.61, -2.02, 136
1491944071685, 70, 11, -2, 6.33, -2.32, 136
1491944071761, 74, 12, -1, 6.98, -1.37, 137
1491944071845, 82, 14, -2, 9.63, -2.65, 138
1491944071930, 84, 16, -2, 9.38, -2.59, 138
1491944071986, 54, 19, -2, 12.49, -2.50, 141
1491944072056, 68, 20, -2, 11.01, -2.78, 140
1491944072098, 40, 20, -2, 11.20, -2.81, 140
1491944072168, 69, 20, -2, 9.44, -2.30, 139
1491944072230, 61, 19, -2, 9.81, -2.72, 139
1491944072291, 60, 18, -2, 7.72, -3.38, 136
1491944072369, 77, 17, -2, 7.52, -2.62, 136
1491944072398, 29, 14, -2, 4.54, -2.86, 133
1491944072493, 94, 10, -2, 1.06, -3.15, 129
1491944072586, 92, 9, -3, 4.45, -3.01, 133
1491944072622, 35, 7, -2, 1.35, -2.13, 131
1491944072694, 72, 9, -2, 6.94, -2.87, 136
1491944072751, 56, 11, -2, 7.48, -2.92, 136
1491944072818, 67, 12, -2, 6.76, -2.02, 136
1491944072886, 66, 17, -2, 13.59, -3.24, 142
1491944072965, 79, 19, -2, 11.41, -2.99, 140
1491944073029, 63, 21, -3, 12.60, -3.16, 141
1491944073088, 58, 21, -2, 10.72, -2.87, 139
1491944073156, 66, 17, -2, 5.44, -2.86, 134
1491944073218, 61, 17, -3, 9.02, -3.31, 137
1491944073277, 59, 14, -2, 4.28, -2.59, 133
1491944073330, 52, 12, -2, 4.10, -2.67, 133
1491944073395, 64, 10, -2, 3.79, -2.40, 133
1491944073460, 64, 11, -2, 5.99, -2.94, 135
1491944073505, 44, 10, -2, 4.51, -2.88, 133
1491944073594, 87, 11, -3, 6.30, -3.64, 134
1491944073645, 50, 11, -3, 6.31, -3.28, 135
1491944073715, 70, 11, -2, 5.63, -2.42, 135
1491944073780, 64, 10, -2, 3.63, -1.65, 133
1491944073850, 70, 11, -2, 6.67, -1.99, 136
1491944073918, 67, 11, -1, 6.27, -1.40, 136
1491944073983, 64, 11, -1, 6.29, -1.57, 136
1491944074081, 97, 13, -1, 8.00, -1.96, 138
1491944074122, 40, 15, -1, 10.01, -2.05, 139
1491944074181, 51, 16, -1, 9.05, -1.82, 139
1491944074240, 58, 17, -2, 10.34, -2.26, 140
1491944074286, 44, 19, -2, 10.77, -3.03, 139
1491944074362, 76, 20, -2, 10.96, -2.69, 140
1491944074431, 68, 19, -2, 9.54, -2.63, 138
1491944074491, 59, 19, -2, 8.88, -3.11, 137
1491944074535, 43, 18, -2, 9.12, -2.86, 138
1491944074618, 73, 17, -2, 7.23, -2.21, 137
1491944074688, 69, 16, -2, 6.74, -3.32, 135
1491944074779, 90, 14, -2, 6.40, -3.03, 135
1491944074851, 71, 12, -2, 4.34, -2.43, 133
1491944074888, 35, 11, -2, 4.99, -2.81, 134
1491944074977, 81, 10, -2, 4.36, -2.58, 133
1491944075054, 76, 11, -2, 6.73, -2.78, 135
1491944075130, 76, 9, -2, 3.08, -2.07, 133
1491944075185, 53, 9, -2, 4.40, -2.66, 133
1491944075265, 78, 10, -2, 6.14, -2.58, 135
1491944075332, 66, 9, -2, 3.70, -2.41, 133
1491944075401, 68, 8, -2, 3.45, -3.11, 132
1491944075463, 61, 9, -2, 5.75, -2.87, 134
1491944075542, 78, 8, -2, 3.76, -3.00, 132
1491944075597, 54, 8, -2, 3.16, -2.80, 132
1491944075648, 50, 8, -2, 4.16, -2.90, 133
1491944075718, 59, 8, -4, 5.11, -6.64, 130
1491944075761, 42, 8, -5, 3.89, -6.13, 129
1491944075838, 77, 8, -8, 4.29, -11.41, 124
1491944075890, 44, 8, -10, 4.95, -13.31, 123
1491944075985, 94, 6, -13, 0.51, -16.62, 115
1491944076047, 60, 6, -15, 3.65, -16.71, 118
1491944076125, 76, 9, -17, 7.92, -19.93, 119
1491944076168, 42, 12, -18, 8.43, -19.32, 121
1491944076223, 54, 12, -18, 6.53, -19.15, 119
1491944076267, 40, 5, -20, -3.66, -21.43, 106
1491944076308, 40, 4, -20, 0.27, -21.08, 111
1491944076401, 92, -4, -22, -10.19, -23.57, 98
1491944076452, 49, -5, -23, -4.30, -24.93, 102
1491944076518, 65, -10, -26, -9.69, -29.91, 92
1491944076591, 72, -13, -27, -9.66, -27.84, 94
1491944076674, 83, -20, -27, -17.76, -28.63, 85
1491944076718, 42, -24, -28, -16.63, -30.03, 85
1491944076806, 87, -37, -26, -30.69, -23.49, 77
1491944076851, 43, -40, -25, -23.99, -24.90, 83
1491944076926, 74, -51, -23, -36.45, -22.37, 73
1491944076999, 71, -52, -23, -27.78, -23.88, 80
1491944077030, 29, -52, -24, -26.03, -24.17, 81
1491944077082, 49, -52, -24, -26.66, -24.34, 81
1491944077168, 85, -62, -24, -40.37, -24.84, 66
1491944077211, 42, -64, -25, -34.66, -25.87, 71
